18176,14338,15618,23042,13570,28674,17154,20738,19202
18432,14338,15618,22786,13570,28418,16898,20482,19458
18432,14338,15618,23042,13314,28418,17154,20738,19202
18176,14338,15618,23298,13314,28674,17154,20738,19202
18176,14594,16130,23042,12802,28418,16898,20738,19202
18432,14338,15618,22786,13314,28418,16898,20738,19202
17920,14594,15362,22786,13314,28674,16898,20738,19202
17920,14338,15618,23042,13570,28418,16898,20482,19202
18176,14338,15618,23042,13058,28418,17154,20738,19202
18176,14594,15874,23298,13314,28418,16898,20738,19458
18176,14338,15362,23042,13314,28418,17154,20738,19202
18176,14338,15874,23042,13314,28418,16898,20738,19458
17920,14594,15874,23042,13314,28674,16898,20738,19202
18176,14850,15362,22786,13314,28930,17154,20738,19458
17920,14338,15618,22786,13058,28674,16642,20482,19458
18176,14850,15618,23042,13570,28418,16898,20482,19202
17920,14594,15618,22786,13314,28418,17154,20738,19458
18176,14594,15874,23042,13058,28418,16642,20994,19458
18432,14594,15618,22786,13314,28418,17154,20738,19202
17920,14594,15618,23042,13570,28162,16898,20994,19714
18176,14594,15618,23042,13314,28674,17154,20994,19458
18432,14594,15618,23298,13314,28674,16642,21250,19458
18176,14594,15618,23298,13058,28418,16898,20738,19202
18176,14338,15874,22786,13570,28418,17410,20738,19458
18176,14594,15618,23042,13058,28674,16898,20738,19458
18176,14594,15618,23042,13314,28674,17154,21250,19202
18176,14338,15874,22786,13058,28674,16642,20994,19202
17920,14594,15618,23298,13570,28418,16898,20994,19714
18176,14338,15618,23042,13314,28418,17154,21250,19458
17920,14338,15618,22786,13570,28418,16898,20482,19202
18176,14594,15618,23042,13314,28930,16898,20738,18946
18176,14338,15618,23042,13570,28418,16898,20738,19714
18176,14338,15362,22786,13058,28674,17154,20738,19458
18176,14594,15874,22786,13570,28418,16898,20994,19458
18432,14338,15874,23042,13570,28418,16898,20994,19202
18176,14338,15618,22786,13314,28674,16898,20994,18946
18176,14594,15362,23042,13570,28418,16898,20994,19202
18176,14850,15874,23042,13314,28674,16898,20738,19202
18176,14594,15618,22786,13570,28674,17154,20738,19202
18176,14338,16130,22786,13826,28418,16898,20994,19202
18176,14594,15362,23042,13570,28418,17154,20994,19202
18176,14594,15618,23042,13570,28162,16642,20482,19458
18432,14850,15618,23042,13058,28674,17154,20482,19458
18432,14338,15618,23042,13058,28418,17154,20994,19458
18176,14338,15618,23042,13314,28674,16898,20738,19458
18176,14338,15874,23042,13314,28674,16898,20994,19202
17920,14338,15618,23042,13314,28674,17154,20738,19458
17920,14594,15618,22786,13570,28930,17154,20738,19202
18176,14338,15362,23298,13314,28930,16898,20738,19202
18432,14850,15874,23042,13570,28674,16898,20738,19458
18176,14338,16130,23042,13314,28418,17154,20738,19202
18176,14594,15362,22786,13570,28674,17154,20738,19458
17920,14850,15362,23042,13314,28674,16642,20994,19202
17920,14338,15618,22786,13314,28674,17410,20738,19458
17920,14594,15874,22786,13570,28674,16898,20994,19202
18176,14850,15618,23298,13570,28162,16898,20994,18946
18176,14338,15618,23042,13314,28930,16898,20738,19458
18432,14594,15618,23042,13826,28418,17154,20994,19458
18176,14594,15362,23298,13570,28418,17154,20994,19202
18432,14850,15618,22786,13570,28674,16642,20738,19202
18176,14338,15874,23298,13314,28674,16898,20994,18946
18432,14594,15618,23042,13826,28418,16898,20994,19458
18176,14338,15362,22530,13058,28674,17154,20482,19458
18432,14850,15362,23042,13570,28418,17154,20738,19202
18176,14594,15874,23298,13314,28674,17410,20994,19202
17920,14594,15618,22786,13314,28930,17154,20994,19458
17920,14594,15362,23298,13314,28674,17154,20994,19202
17920,14594,15618,23042,13570,28418,16898,20738,19202
18432,14594,15618,23042,13314,28674,17154,20738,18946
18176,14594,15874,22786,13570,28674,16898,20994,19202
17920,14850,15874,23042,13058,28930,17154,20994,19202
17920,14594,15618,22530,13314,28418,16898,20738,19202
17920,14594,15618,22786,13570,28418,16898,20738,19202
17920,14338,15618,23042,13314,28674,17154,21250,19202
18176,14594,15362,22786,13314,28418,16898,20994,19458
18176,14082,16130,23042,13570,28418,17154,20994,19202
18176,14338,15618,23042,13058,28418,16898,20994,19458
18432,14338,15362,23042,13570,28418,16898,20738,19458
18432,14594,15362,23042,13058,28930,17154,20994,18946
18432,14338,15874,23042,13314,28674,16898,20994,19458
18176,14338,15874,23042,13314,28674,17154,21250,19458
18176,14850,15618,23042,13314,28674,16898,20994,19714
18176,14338,15362,22786,13314,28418,17154,20738,19458
18432,14850,15618,23042,13314,28674,17154,20738,19202
18176,14594,15618,22786,13058,28418,16898,20738,19714
17920,14594,15618,23042,13314,28674,16898,20994,19458
17920,14594,15874,23042,13314,28674,16898,20994,19458
17920,14082,15874,22786,13058,28930,16898,20994,19714
18176,14594,15618,23298,13314,28674,17154,21250,19458
18176,14338,15618,23042,13314,28674,16898,20738,19458
18176,14082,15874,23042,13314,28418,16898,20738,19202
18176,14338,15618,23042,13314,28418,16898,20994,19458
17920,14594,15618,23042,13314,28418,16898,21250,19202
18176,14338,15618,22786,13314,28674,17410,21250,19202
18176,14594,15618,23042,13314,28674,16898,20994,19202
18176,14594,15874,23042,13314,28674,16898,20738,19458
18176,14082,15362,23042,13570,28418,16898,20994,18946
18176,14594,15618,23042,13314,28674,16898,21250,18946
18176,14594,15618,22786,13314,28674,17154,20994,19202
18688,14594,15618,23042,13058,28674,16898,20738,19202
18176,14594,15874,23042,13314,28674,17154,20738,19202
18176,14594,15874,23042,13314,28674,16898,20994,19458
17920,14338,15874,23554,13314,28418,16642,20994,18946
18176,14850,15618,23042,13058,28162,17410,20994,19458
18176,14594,15618,23298,13314,28674,16898,20994,19202
17920,14338,15618,23042,13058,28674,17410,20994,18946
17920,14594,15874,23042,13570,28418,16898,20738,19458
18176,14338,15618,23042,13570,28674,17154,21250,19202
18176,14594,15362,23042,13314,28674,17154,20994,19202
18432,14594,15874,23042,13058,28418,17154,20994,19202
18176,14594,15618,23298,13314,28418,16898,20994,19458
18432,14594,15874,23042,13314,28418,16898,20994,19458
18432,14594,15618,23042,13314,28930,17154,20994,19202
18176,14594,15618,23042,13314,28674,17154,20482,19458
18432,14594,15618,22786,13314,28930,16898,20994,19714
18432,15106,15362,23042,13314,28674,17154,21250,19202
17920,14594,15618,23298,13570,28418,17154,20738,19458
18176,14594,15618,23042,13058,28418,17154,20994,19458
18176,14594,15618,23298,13570,28674,17154,20994,19714
18176,14594,15618,23042,13314,28418,17154,20994,19458
18176,14594,15618,22786,13058,28674,17154,20994,19202
17920,14850,15618,22786,13570,28162,17154,20738,19458
18176,14594,15618,22786,13570,28674,17154,20738,19202
17920,14850,15362,23042,13314,28674,17154,20994,19202
18176,14594,15618,23298,13570,28418,16898,20738,18946
18176,14594,15618,23042,13314,28930,17154,21250,18946
18176,14338,15618,22786,13058,28930,17154,20738,19202
18176,14338,15618,22786,13314,28930,17154,20994,18690
18176,14594,15618,23042,13570,28674,17410,20994,19202
18432,14594,15618,23042,13058,28674,17154,20738,19458
18432,14338,15618,22786,13314,28418,17154,20994,19202
18432,14594,15618,23298,13314,28674,17154,20994,19202
18176,14594,15618,23042,14082,28674,16898,20994,19202
18176,14594,15618,23042,13314,28930,17410,21250,19202
18176,14594,15618,23298,13314,28674,17154,20994,19202
18176,14594,15618,22786,13314,28418,17154,20994,19458
18176,14338,15618,22786,13570,28674,17154,20738,19458
18432,14594,15618,23042,13314,28930,16898,20994,19458
18176,14338,15618,23298,13314,28674,17154,20994,19202
18176,14594,15874,23042,13570,28418,16898,20994,19202
18432,14850,15618,23042,13314,28674,17154,20994,19202
18176,14338,15618,23042,13058,28930,16898,20994,19458
17920,14594,15362,23042,13570,28930,16898,21250,19202
18176,14338,15874,23298,13314,28674,17410,20994,18946
18176,14594,15362,23042,13570,28418,17154,20994,19202
18176,14594,15618,22786,13314,28674,17410,20994,19202
18176,14594,15618,23042,13314,28674,16898,20738,19202
18176,14338,15874,22786,13058,28674,17154,20994,19202
18176,14594,15618,22786,13570,28674,17410,20994,19458
18432,14850,15618,23042,13314,28674,17154,20994,19202
18176,14594,15618,23042,13570,28674,16898,20994,19458
18176,14594,15874,23042,13314,29186,17410,21250,19458
18176,14594,15874,23042,13826,28674,17154,20994,18946
18176,14338,15874,23042,13570,28930,17154,21250,19202
18432,14594,15874,22786,13570,28674,17154,20994,19202
18176,14594,15874,23042,13570,28930,17154,20738,19458
18176,15106,15618,23042,13570,28674,16898,20994,19202
18432,14594,15874,23042,13570,28674,17154,20994,18946
18176,14338,15874,23042,13826,28930,17154,20994,19458
18432,14850,15874,23298,13570,28674,17410,21250,19458
17920,14850,15874,23042,13826,28930,17154,20994,19202
17920,14594,15874,23042,13314,28674,17154,21250,19202
17920,14338,15874,23042,13826,28674,16898,21250,19202
18176,14594,15618,23042,13570,28930,17154,20994,19202
18432,14594,15618,23042,13314,28418,17154,21250,19202
18176,14594,15874,23298,13314,28418,17154,20994,18946
18176,14594,15618,23042,13826,28674,17154,21250,19458
18432,14338,15618,23042,13314,28930,17154,20994,19458
18176,14594,15618,23042,13570,28930,17410,20994,18946
18432,14338,16130,23042,13570,28674,17154,20994,18946
18176,14338,15874,23298,13826,28674,17154,20994,19458
18432,14850,15618,22786,13570,28674,17410,20994,19458
18176,14594,15362,23042,13570,28930,17154,20994,19202
18176,14338,15874,23042,13314,28674,17154,20994,19458
18432,14594,15618,23298,13570,28674,16898,20994,19458
18176,14338,15618,23042,13058,28930,16898,20994,19202
18176,14850,15362,23042,13570,28674,17154,21250,19202
18432,14338,15874,23042,13570,29186,17154,21250,19458
18176,14338,15618,23042,13570,28930,17154,20994,19202
18432,14594,15874,23042,13058,28674,17154,20994,19458
18432,14594,15874,23042,13570,28930,17154,21250,19202
18432,14594,15874,23042,13314,28674,17154,20994,19458
18176,14850,15362,23298,13826,28930,17154,20994,19202
17920,14594,15618,23298,13570,28674,17410,20994,19202
18176,14594,15874,23042,13570,28930,17154,21506,19458
18176,14594,15874,22786,13570,28674,17410,21250,19202
18176,14338,15618,23298,13570,28674,17154,20994,19202
18176,14594,15874,23042,13314,28930,17154,20994,19202
18176,14594,15874,23042,13570,28930,17154,21250,19202
